Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"26/08/2015","Massbrook Upr, Bofeenaun, Ballina","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/08/2015","19 College View, Westport Road, Castlebar","","Mayo","€105,727.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/08/2015","BALLINPHOILL, CLAREMORRIS, MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/08/2015","RATHRUYAN, KILLALA RD, BALLINA","","Mayo","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/08/2015","1 THE WOODS, TURLOUGH, CASTLEBAR","","Mayo","€126,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/08/2015","19 WESTPOINT, BALLINROBE RD, MAYO","","Mayo","€99,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/08/2015","38 RATHCLUAIN VILLAGE, KILTIMAGH, COUNTY MAYO","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/08/2015","83 BOHERDUFF, KNOCK RD, CLAREMORRIS","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/08/2015","ANAMOY, KNOCK RD, BALLYHAUNIS","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/08/2015","Ballyhip, Louisburgh, Co. Mayo","","Mayo","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/08/2015","7 BELCLARE, WESTPORT, COUNTY MAYO","","Mayo","€650,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/08/2015","SISTERS OF MERCY, ACHILL, CO MAYO","","Mayo","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","1  & 2 MILL HOUSE, CHURCH ROAD, BALLINA","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","6 ST MARY'S CRESCENT, WESTPORT, CO MAYO","","Mayo","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","Cloonfaulis, Kilkelly","","Mayo","€50,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/09/2015","LAVEY, CHARLESTOWN, CO MAYO","","Mayo","€42,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","MUCKANAGH, GLENISLAND, CASTLEBAR","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/09/2015","UPPER MAIN STREET, BALLYHAUNIS, COUNTY MAYO","","Mayo","€26,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/09/2015","8 RATHCLUAIN, KILTIMAGH, CO MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/09/2015","BALLYMAYOCK, CASTLEHILL, BALLINA","","Mayo","€53,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/09/2015","CARNALURGAN, WESTPORT, MAYO","","Mayo","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/09/2015","CLOONFINISH, SWINFORD, CO. MAYO","","Mayo","€69,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/09/2015","53 RATHCLUIAN VILLAGE, KILTIMAGH, MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/09/2015","6 Olde Mill Stone, Killala Road, Ballina","","Mayo","€113,656.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"03/09/2015","6 THE FAIRGREENS, LAHARDANE, MAYO","","Mayo","€61,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/09/2015","9 CILL O SEIGHIN, KILMAINE RD, BALLINROBE","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/09/2015","CLOONAN, ISLANDEADY, CASTLEBAR","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/09/2015","CLOONSKILL, LISCARNEY, WESTPORT","","Mayo","€25,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"03/09/2015","CURRANE, BALLYVARY, CASTLEBAR","","Mayo","€40,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/09/2015","113 Canal Court, Barrack Street, Belmullet","","Mayo","€30,800.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"04/09/2015","30 PAIRC NA COILLE, GOLF COURSE RD, WESTPORT","","Mayo","€100,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"04/09/2015","ARDMORE, WESTPORT, CO MAYO","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/09/2015","17 SPENCER ST, CASTLEBAR, MAYO","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/09/2015","1B CREGAREE, CONG, MAYO","","Mayo","€138,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/09/2015","PONTOON RD, CASTLEBAR, MAYO","","Mayo","€330,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/09/2015","THE SYCAMORES, CONG, CLAREMORRIS","","Mayo","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/09/2015","31 AN LANTAN, BALLINROBE, MAYO","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/09/2015","FOXHOLLOW, CLAGGAN, BALLYCROY","","Mayo","€152,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/09/2015","KNOCK ROAD, CLAREMORRIS, CO MAYO","","Mayo","€117,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/09/2015","TALLAGHANBAWN, GEESALA, BALLINA","","Mayo","€100,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"09/09/2015","15 TRAWMORE COTTAGE, KEEL, ACHILL ISLAND","","Mayo","€79,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/09/2015","48 THE MAPPLES, HAZEL HILL, BALLYHAUNIS","","Mayo","€47,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/09/2015","CULLINTRA, MAYO ABBEY, CLAREMORRIS","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/09/2015","13 CHESTNUT GROVE, CASTLEBAR, CO MAYO","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/09/2015","23 Churchfield Manor, Killala","","Mayo","€30,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/09/2015","24 ROSMORE, NEWPORT, MAYO","","Mayo","€17,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"11/09/2015","30 MOSSGROVE VILLAGE, BALLINA, CO MAYO","","Mayo","€141,350.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/09/2015","39 RATHCLUAIN VILLAGE, KILTIMAGH, COUNTY MAYO","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/09/2015","93 AGLISH EST, CASTLEBAR, MAYO","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/09/2015","BELCLARE, WESTPORT, MAYO","","Mayo","€450,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/09/2015","CULLANE, SWINFORD, MAYO","","Mayo","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/09/2015","CULMORE, KILKELLY, MAYO","","Mayo","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/09/2015","Kilmeena, Westport, Co. Mayo","","Mayo","€260,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/09/2015","MAIN ST, SWINFORD, MAYO","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/09/2015","PHOEBA, POUND RD, CASTLEBAR","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/09/2015","11 RATH BAN, REHINS FORT, BALLINA","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/09/2015","25 CUAN OISRI, BELMULLET, MAYO","","Mayo","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/09/2015","38 ARDROE, CLAREMORRIS, MAYO","","Mayo","€38,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/09/2015","4 CORDONAGH, KILTIMAGH, CO MAYO","","Mayo","€24,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/09/2015","60 ARDROE, CLAREMORRIS, MAYO","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/09/2015","DALTON ST, CLAREMORRIS, MAYO","","Mayo","€86,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/09/2015","Toorgrave, Fahy, Westport","","Mayo","€177,500.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/09/2015","27 RIDGEPOOL VILLAGE, BALLINA, CO MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/09/2015","82 KILLOSHEIGHIN, BALLINROBE, MAYO","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/09/2015","6 Cordarragh, Kiltimagh","","Mayo","€55,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/09/2015","BELCARRA, CASTLEBAR, MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/09/2015","Bracklagh, Charlestown","","Mayo","€85,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"16/09/2015","GLENCAR, BOHERNASUP, BALLINA","","Mayo","€300,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/09/2015","No 5 Cordarragh, Kiltimagh, Co. Mayo","","Mayo","€55,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/09/2015","PARK RD, SWINFORD, MAYO","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/09/2015","13 MAYFIELDS, CLAREMORRIS, MAYO","","Mayo","€92,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/09/2015","24 FR ANGELUS PARK, WESTPORT, MAYO","","Mayo","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/09/2015","ALLOHA, FARRANGARODE, QUAY RD","","Mayo","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/09/2015","Errew, Castlehill, Ballina","","Mayo","€65,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"17/09/2015","TEELING ST, BALLINA, MAYO","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/09/2015","14 ELMWOOD, KNOCK RD, CLAREMORRIS","","Mayo","€128,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/09/2015","16 FAIRGREEN, LAHARDAUN, BALLINA","","Mayo","€121,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/09/2015","3 PONTOON DR, CASTLEBAR, MAYO","","Mayo","€207,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/09/2015","BREAFFY, GARRANARD, BALLINA","","Mayo","€103,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/09/2015","BUNBURY, KILBEG, CLAREMORRIS","","Mayo","€144,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/09/2015","CULLENTRAGH, MAYO ABBEY, CLAREMORRIS","","Mayo","€15,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/09/2015","KNOCKADRUM, AGHAGOWER, WESTPORT","","Mayo","€193,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/09/2015","TOOGARVE, FAHY, WESTPORT","","Mayo","€177,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/09/2015","APT 9, BLOCK C, CORMULLEN","","Mayo","€57,286.72","No","No","Second-Hand Dwelling house /Apartment",""
"21/09/2015","16 HILLSIDE, MULRANNY, WESTPORT","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/09/2015","402 APT THE HARBOUR MILL, WESTPORT QUAY, WESTPORT","","Mayo","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/09/2015","60 SANCTA MARIA TERRACE, SWINFORD, COUNTY MAYO","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/09/2015","CLOONEE, PARTRY, CLAREMORRIS","","Mayo","€86,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/09/2015","SRAH LOWER, NORTH CARRACASTLE, MAYO","","Mayo","€116,700.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/09/2015","STONEHALL, FOXFORD, MAYO","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/09/2015","10 GREENCOURT BUILDINGS, BALLYHAUNIS RD, CLAREMORRIS","","Mayo","€23,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/09/2015","11 BALLYHAUNIS ROAD, CLAREMORRIS, CO MAYO","","Mayo","€23,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/09/2015","12 GREENCOURT BUILDINGS, BALLYHAUNIS RD, CLAREMORRIS","","Mayo","€23,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/09/2015","14 GREENCOURT BUILDINGS, BALLYHAUNIS RD, CLAREMORRIS","","Mayo","€23,336.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/09/2015","17 SPENCER COURT, CASTLEBAR, MAYO","","Mayo","€122,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/09/2015","2 CARROWMORE DRIVE, KNOCK, CO MAYO","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/09/2015","2 GREENCOURT BUILDINGS, BALLYHAUNIS RD, CLAREMORRIS","","Mayo","€23,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/09/2015","3 GREENCOURT BUILDINGS, BALLYHAUNIS RD, CLAREMORRIS","","Mayo","€23,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/09/2015","4 GREENCOURT BUILDINGS, BALLYHAUNIS RD, CLAREMORRIS","","Mayo","€23,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/09/2015","5 GREENCOURT BUILDINGS, BALLYHAUNIS RD, CLAREMORRIS","","Mayo","€23,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/09/2015","6 GREENCOURT BUILDINGS, BALLYHAUNIS RD, CLAREMORRIS","","Mayo","€23,333.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/09/2015","GLENGAD, PULATHOMAS, MAYO","","Mayo","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/09/2015","KILLOSHINE, KILMAINE RD, BALLINROBE","","Mayo","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/09/2015","14 KNOCKRANNY VILLAGE, WESTPORT, MAYO","","Mayo","€263,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/09/2015","51 LISBAUN, CLAREMOUNT, CLAREMORRIS","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/09/2015","9 WOODLANDS, MULRANNY, MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/09/2015","9 BARTRA HEIGHTS, KILLALA, MAYO","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/09/2015","BROOKHILL, CLAREMORRIS, CO. MAYO","","Mayo","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/09/2015","CLOSSAGH RD, BELASS, FOXFORD","","Mayo","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/09/2015","DRUMDUFF, TURLOUGH, CASTLEBAR","","Mayo","€290,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/09/2015","KILBREE, WESTPORT, MAYO","","Mayo","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/09/2015","49 THE FAIRWAYS, CASTLEBAR, MAYO","","Mayo","€131,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/09/2015","80 ABBEY COURT, KILLALA RD, BALLINA","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/09/2015","BALLINPHOILL, CLAREMORRIS, MAYO","","Mayo","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/09/2015","BALLYWALTER, THE NEALE, BALLINROBE","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/09/2015","CARRICKBAWN, SLAUGAR, WESTPORT","","Mayo","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/09/2015","CORNMARKET, NEW STREET, BALLINROBE","","Mayo","€26,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/09/2015","CROSSHILL, BINGHAMSTOWN, BELMULLET","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/09/2015","GARRYWADREEN, CLAREMORRIS, CO MAYO","","Mayo","€63,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/09/2015","GORTAPHUILL, BALLYGLASS, CLAREMORRIS","","Mayo","€164,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/09/2015","MAYFIELD, CLAREMORRIS, CO MAYO","","Mayo","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/09/2015","RATHBAWN RD, CASTLEBAR, MAYO","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/09/2015","17 LARCH HILL, SWINFORD, MAYO","","Mayo","€55,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"26/09/2015","6 KILTIMAGH ROAD, SWINFORD, MAYO","","Mayo","€55,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"28/09/2015","10 Rathmeel Lawns, Ballina","","Mayo","€112,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/09/2015","APT 10, BLOCK A, CORMULLEN","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/09/2015","12 CLAREMOUNT, CLAREMORRIS, MAYO","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/09/2015","3 CHAPEL LANE, CLAREMORRIS, COUNTY MAYO","","Mayo","€68,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/09/2015","42 WOODVILLE RD, KILLALA RPAD, BALLINA","","Mayo","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/09/2015","8 ELMWOOD, CLAREMORRIS, MAYO","","Mayo","€137,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/09/2015","8 THE FOUNDARY, CHURCH LANE, BALLINROBE","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/09/2015","BARTRA HEIGHTS, KILLALA, MAYO","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/09/2015","Clooneen, Kilmeena, Westport","","Mayo","€100,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"29/09/2015","MACE, AUGHAGOWER, WESTPORT","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/09/2015","1 PINE GROVE, CHARLESTOWN, MAYO","","Mayo","€60,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"30/09/2015","4 NEWTOWN MANOR, BALLINDINE, CO. MAYO","","Mayo","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/09/2015","6 CLARE STREET, BALLINA, CO. MAYO","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/09/2015","7 ST COLUMBAS VILLAS, LAYTOWN, CO MEATH","","Mayo","€175,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/09/2015","ACRES MOUNTAIN, AGHAMORE, BALLYHAUNIS","","Mayo","€103,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/09/2015","Carrowlavin, Bonniconlon, Ballina","","Mayo","€155,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/09/2015","CLARKES RD, GURTEENS, BALLINA","","Mayo","€163,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/09/2015","Clarkes Road, Gurteens, Ballina","","Mayo","€192,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/09/2015","CLOONCURRY, KNOCK, CLAREMORRIS","","Mayo","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/09/2015","SONNAGH, CHARLESTOWN, COUNTY MAYO","","Mayo","€61,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"30/09/2015","UPPER MAIN ST, BALLYHAUNIS, MAIN ST","","Mayo","€42,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","15 CASTLECOURT, BALLINA, CO MAYO","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","18 WOODVILLE, NEWPORT RD, CASTLEBAR","","Mayo","€89,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","22 SPRINGDALE, CLAREMORRIS, MAYO","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","9 ELM GARDENS, BALLA, CASTLEBAR","","Mayo","€62,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","AUGHALUSKY, CASTLEBAR, MAYO","","Mayo","€150,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"01/10/2015","CULMORE, KILKELLY, MAYO","","Mayo","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/10/2015","13 THE RAILWALK, WESTPORT, MAYO","","Mayo","€158,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/10/2015","SHRAHEENS, BALLA, CASTLEBAR","","Mayo","€36,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/10/2015","4 UPPER MAIN ST, BALLYHAUNIS, MAIN ST","","Mayo","€28,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/10/2015","ABBEYQUARTER, BALLYHAUNIS, MAYO","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/10/2015","CARRAMORE, KILLASSER, SWINFORD","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/10/2015","SCARDAUNE EAST, BALLINDINE, CLAREMORRIS","","Mayo","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/10/2015","14 AMANA EST, BALLINA, CO MAYO","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/10/2015","BALLYNAKILLEW, BALLINROBE, MAYO","","Mayo","€100,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/10/2015","2 LAUEYMORE, CHARLESTOWN, MAYO","","Mayo","€177,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/10/2015","20 THE GLEBE, LOUISBURGH, MAYO","","Mayo","€84,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/10/2015","43 THE HAWTHORNS, KILLALA RD, BALLINA","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/10/2015","Carrowmore, Manulla, Castlebar","","Mayo","€265,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/10/2015","CULMORE, SWINFORD, MAYO","","Mayo","€149,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/10/2015","GRALLAGH, BALLYVARY, CASTLEBAR","","Mayo","€27,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/10/2015","RATHNAGUPPAUN, CREGDUFF, BALLINROBE","","Mayo","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/10/2015","16 Heathervale, Castlebar","","Mayo","€140,528.63","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"09/10/2015","18 CINNAMON WHARF, THE QUAYSIDE, WESTPORT","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/10/2015","28 COIS NA HABHANN, BONNICONLON, MAYO","","Mayo","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/10/2015","ATLANTIC DRIVE HOUSE, ASHLEAM, ACHILL SOUND","","Mayo","€63,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/10/2015","CRILLANE, STRAIDE, CASTLEBAR","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/10/2015","DUN MHUIRE, SHANAGHY, BALLINA","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/10/2015","STUD FARM, LISGLENNON, KILLALA","","Mayo","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/10/2015","UPPER MAIN ST, BALLYHAUNIS, MAIN ST","","Mayo","€37,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/10/2015","WALSGROVE COTTAGE, DOONFEENEY, BALLYCASTLE","","Mayo","€15,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"12/10/2015","2 COLEMANS COURT, SHRULE, MAYO","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/10/2015","55 CASTLEFIELD MANOR, KILLALA RD, BALLINA","","Mayo","€83,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/10/2015","3 DAVITT COURT, BALLINDINE, MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/10/2015","34 BARR NA TRIMEOIGE, KILKELLY, MAYO","","Mayo","€48,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/10/2015","6 ST PATRICKS TERRACE, WESTPORT, MAYO","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/10/2015","7 Lisnaboley Lane, Claremorris","","Mayo","€155,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"13/10/2015","NEWPORT, GARRYDUFF, CASTLEBAR","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/10/2015","3 HILL HOUSE, HIGH ST, WESTPORT","","Mayo","€98,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/10/2015","51 RATH CLUAIN, KILTIMAGH, MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/10/2015","7 Cordarragh, Kiltimagh, Co. Mayo","","Mayo","€50,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/10/2015","9 LOWER CHAPEL STREET, CASTLEBAR, CO.MAYO","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/10/2015","Carrowkeel, Murrisk, Westport","","Mayo","€204,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"15/10/2015","2 MILL ST, WESTPORT, MAYO","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/10/2015","5 CARROWMORE DRIVE, KNOCK, MAYO","","Mayo","€52,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/10/2015","BALLYKNOCK, BOFEENAUN, BALLINA","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/10/2015","CLOONGOONAGH, TOOREEN, BALLYHAUNIS","","Mayo","€76,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/10/2015","IVY LODGE, NEWPORT ROAD, CASTLEBAR","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/10/2015","ST KERRILLS, CHURCHFIELD, KNOCK","","Mayo","€47,000.00","No","No","Second-Hand Dwelling house /Apartment",""
